identifier1	identifier2	lemma	median_cleaned	judgments
1980-50-16	1994-66-16	体系	4.0	[4, 4]
1959-9-16	1998-99-16	体系	4.0	[4, 4]
1959-9-16	1982-77-16	体系	4.0	[4, 4]
1959-33-16	1993-84-16	体系	4.0	[4, 4]
1958-44-16	1994-66-16	体系	4.0	[4, 4]
1960-10-16	1996-78-16	体系	4.0	[4, 4]
1960-10-16	1995-97-16	体系	4.0	[4, 4]
1960-10-16	1994-66-16	体系	4.0	[4, 4]
1960-10-16	1993-84-16	体系	4.0	[4, 4]
1960-10-16	1992-82-16	体系	4.0	[4, 4]
1960-10-16	1990-73-16	体系	4.0	[4, 4]
1960-10-16	1989-72-16	体系	4.0	[4, 4]
1960-10-16	1987-51-16	体系	4.0	[4, 4]
1960-10-16	1982-77-16	体系	4.0	[4, 4]
1960-10-16	1980-50-16	体系	4.0	[4, 4]
1960-10-16	1973-7-16	体系	4.0	[4, 4]
1960-10-16	1969-27-16	体系	4.0	[4, 4]
1960-10-16	1964-48-16	体系	4.0	[4, 4]
1960-10-16	1964-37-16	体系	4.0	[4, 4]
1960-10-16	1964-28-16	体系	4.0	[4, 4]
1960-10-16	1963-43-16	体系	4.0	[4, 4]
1960-10-16	1963-24-16	体系	4.0	[4, 4]
1987-51-16	1989-72-16	体系	4.0	[4, 4]
1987-51-16	1990-73-16	体系	4.0	[4, 4]
1987-51-16	1992-82-16	体系	4.0	[4, 4]
1958-25-16	1958-41-16	体系	4.0	[4, 4]
1987-51-16	1999-94-16	体系	4.0	[4, 4]
1987-51-16	1999-80-16	体系	4.0	[4, 4]
1987-51-16	1999-62-16	体系	4.0	[4, 4]
1987-51-16	1999-52-16	体系	4.0	[4, 4]
1987-51-16	1998-99-16	体系	4.0	[4, 4]
1987-51-16	1998-71-16	体系	4.0	[4, 4]
1960-10-16	1998-61-16	体系	4.0	[4, 4]
1987-51-16	1998-61-16	体系	4.0	[4, 4]
1998-99-16	1999-52-16	体系	4.0	[4, 4]
1998-99-16	1999-80-16	体系	4.0	[4, 4]
1959-33-16	1999-52-16	体系	4.0	[4, 4]
1959-33-16	1999-62-16	体系	4.0	[4, 4]
1959-33-16	1999-80-16	体系	4.0	[4, 4]
1959-33-16	1999-94-16	体系	4.0	[4, 4]
1959-33-16	2002-53-16	体系	4.0	[4, 4]
1959-33-16	2003-75-16	体系	4.0	[4, 4]
1959-33-16	2003-93-16	体系	4.0	[4, 4]
1958-44-16	2003-93-16	体系	4.0	[4, 4]
1960-10-16	1999-94-16	体系	4.0	[4, 4]
1960-10-16	1999-80-16	体系	4.0	[4, 4]
1960-10-16	1999-62-16	体系	4.0	[4, 4]
1960-10-16	1999-52-16	体系	4.0	[4, 4]
1960-10-16	1998-99-16	体系	4.0	[4, 4]
1960-10-16	1998-71-16	体系	4.0	[4, 4]
1999-52-16	2003-93-16	体系	4.0	[4, 4]
1999-52-16	2003-75-16	体系	4.0	[4, 4]
1999-52-16	2002-53-16	体系	4.0	[4, 4]
1999-52-16	1999-94-16	体系	4.0	[4, 4]
1999-52-16	1999-80-16	体系	4.0	[4, 4]
1999-52-16	1999-62-16	体系	4.0	[4, 4]
1987-51-16	2003-93-16	体系	4.0	[4, 4]
1987-51-16	2003-75-16	体系	4.0	[4, 4]
1987-51-16	2002-53-16	体系	4.0	[4, 4]
1998-99-16	2003-93-16	体系	4.0	[4, 4]
1998-99-16	2003-75-16	体系	4.0	[4, 4]
1998-99-16	2002-53-16	体系	4.0	[4, 4]
1998-99-16	1999-94-16	体系	4.0	[4, 4]
1998-99-16	1999-62-16	体系	4.0	[4, 4]
1987-51-16	1996-78-16	体系	4.0	[4, 4]
1987-51-16	1993-84-16	体系	4.0	[4, 4]
1987-51-16	1994-66-16	体系	4.0	[4, 4]
1973-7-16	1999-94-16	体系	4.0	[4, 4]
1973-7-16	2002-53-16	体系	4.0	[4, 4]
1973-7-16	2003-75-16	体系	4.0	[4, 4]
1973-7-16	2003-93-16	体系	4.0	[4, 4]
1969-27-16	1989-72-16	体系	4.0	[4, 4]
1969-27-16	1987-51-16	体系	4.0	[4, 4]
1969-27-16	1982-77-16	体系	4.0	[4, 4]
1969-27-16	1980-50-16	体系	4.0	[4, 4]
1969-27-16	1973-7-16	体系	4.0	[4, 4]
1998-61-16	2002-53-16	体系	4.0	[4, 4]
1995-97-16	1996-78-16	体系	4.0	[4, 4]
1995-97-16	1998-61-16	体系	4.0	[4, 4]
1998-71-16	2002-53-16	体系	4.0	[4, 4]
1998-71-16	1999-94-16	体系	4.0	[4, 4]
1998-71-16	1999-80-16	体系	4.0	[4, 4]
1998-71-16	1999-62-16	体系	4.0	[4, 4]
1998-71-16	1999-52-16	体系	4.0	[4, 4]
1998-71-16	1998-99-16	体系	4.0	[4, 4]
1995-97-16	1998-71-16	体系	4.0	[4, 4]
1995-97-16	1998-99-16	体系	4.0	[4, 4]
1995-97-16	1999-52-16	体系	4.0	[4, 4]
1995-97-16	1999-62-16	体系	4.0	[4, 4]
1995-97-16	1999-80-16	体系	4.0	[4, 4]
1995-97-16	1999-94-16	体系	4.0	[4, 4]
1995-97-16	2002-53-16	体系	4.0	[4, 4]
1995-97-16	2003-75-16	体系	4.0	[4, 4]
1995-97-16	2003-93-16	体系	4.0	[4, 4]
1973-7-16	1999-80-16	体系	4.0	[4, 4]
1973-7-16	1999-62-16	体系	4.0	[4, 4]
1998-61-16	1999-94-16	体系	4.0	[4, 4]
1998-61-16	1999-80-16	体系	4.0	[4, 4]
1987-51-16	1995-97-16	体系	4.0	[4, 4]
1992-82-16	1999-52-16	体系	4.0	[4, 4]
1973-7-16	1980-50-16	体系	4.0	[4, 4]
1973-7-16	1982-77-16	体系	4.0	[4, 4]
1973-7-16	1987-51-16	体系	4.0	[4, 4]
1973-7-16	1989-72-16	体系	4.0	[4, 4]
1998-71-16	2003-93-16	体系	4.0	[4, 4]
1998-71-16	2003-75-16	体系	4.0	[4, 4]
1992-82-16	1999-62-16	体系	4.0	[4, 4]
1992-82-16	1999-80-16	体系	4.0	[4, 4]
1992-82-16	1999-94-16	体系	4.0	[4, 4]
1992-82-16	2002-53-16	体系	4.0	[4, 4]
1992-82-16	2003-75-16	体系	4.0	[4, 4]
1960-10-16	2002-53-16	体系	4.0	[4, 4]
1973-7-16	1990-73-16	体系	4.0	[4, 4]
1973-7-16	1993-84-16	体系	4.0	[4, 4]
1973-7-16	1994-66-16	体系	4.0	[4, 4]
1973-7-16	1995-97-16	体系	4.0	[4, 4]
1973-7-16	1996-78-16	体系	4.0	[4, 4]
1973-7-16	1998-61-16	体系	4.0	[4, 4]
1973-7-16	1998-71-16	体系	4.0	[4, 4]
1973-7-16	1998-99-16	体系	4.0	[4, 4]
1973-7-16	1999-52-16	体系	4.0	[4, 4]
1992-82-16	2003-93-16	体系	4.0	[4, 4]
1998-61-16	1998-71-16	体系	4.0	[4, 4]
1998-61-16	1998-99-16	体系	4.0	[4, 4]
1998-61-16	1999-52-16	体系	4.0	[4, 4]
1998-61-16	1999-62-16	体系	4.0	[4, 4]
1973-7-16	1992-82-16	体系	4.0	[4, 4]
1960-10-16	2003-75-16	体系	4.0	[4, 4]
1960-10-16	2003-93-16	体系	4.0	[4, 4]
1958-25-16	1958-44-16	体系	4.0	[4, 4]
1959-33-16	1963-24-16	体系	4.0	[4, 4]
1959-33-16	1963-43-16	体系	4.0	[4, 4]
1959-33-16	1964-28-16	体系	4.0	[4, 4]
1959-33-16	1964-37-16	体系	4.0	[4, 4]
1959-33-16	1964-48-16	体系	4.0	[4, 4]
1959-33-16	1969-27-16	体系	4.0	[4, 4]
1959-33-16	1973-7-16	体系	4.0	[4, 4]
1959-33-16	1980-50-16	体系	4.0	[4, 4]
1959-33-16	1982-77-16	体系	4.0	[4, 4]
1959-33-16	1987-51-16	体系	4.0	[4, 4]
1959-33-16	1989-72-16	体系	4.0	[4, 4]
1992-82-16	1998-71-16	体系	4.0	[4, 4]
1992-82-16	1998-99-16	体系	4.0	[4, 4]
1959-33-16	1990-73-16	体系	4.0	[4, 4]
1957-18-16	1958-41-16	体系	4.0	[4, 4]
1959-33-16	1994-66-16	体系	4.0	[4, 4]
1959-33-16	1995-97-16	体系	4.0	[4, 4]
1959-33-16	1998-61-16	体系	4.0	[4, 4]
1958-25-16	2003-93-16	体系	4.0	[4, 4]
1958-25-16	2003-75-16	体系	4.0	[4, 4]
1958-25-16	2002-53-16	体系	4.0	[4, 4]
1958-25-16	1999-94-16	体系	4.0	[4, 4]
1958-25-16	1999-80-16	体系	4.0	[4, 4]
1958-25-16	1999-62-16	体系	4.0	[4, 4]
1958-25-16	1999-52-16	体系	4.0	[4, 4]
1958-25-16	1998-99-16	体系	4.0	[4, 4]
1958-25-16	1998-71-16	体系	4.0	[4, 4]
1959-33-16	1960-10-16	体系	4.0	[4, 4]
1959-33-16	1959-9-16	体系	4.0	[4, 4]
1959-33-16	1959-6-16	体系	4.0	[4, 4]
1959-33-16	1959-45-16	体系	4.0	[4, 4]
1958-44-16	1995-97-16	体系	4.0	[4, 4]
1958-44-16	1996-78-16	体系	4.0	[4, 4]
1958-44-16	1998-61-16	体系	4.0	[4, 4]
1958-44-16	1998-71-16	体系	4.0	[4, 4]
1963-43-16	1993-84-16	体系	4.0	[4, 4]
1963-43-16	1994-66-16	体系	4.0	[4, 4]
1958-44-16	1998-99-16	体系	4.0	[4, 4]
1958-44-16	1999-52-16	体系	4.0	[4, 4]
1958-44-16	1999-62-16	体系	4.0	[4, 4]
1958-44-16	1999-80-16	体系	4.0	[4, 4]
1958-44-16	1999-94-16	体系	4.0	[4, 4]
1958-44-16	2002-53-16	体系	4.0	[4, 4]
1958-44-16	2003-75-16	体系	4.0	[4, 4]
1958-25-16	1998-61-16	体系	4.0	[4, 4]
1992-82-16	1995-97-16	体系	4.0	[4, 4]
1992-82-16	1996-78-16	体系	4.0	[4, 4]
1992-82-16	1998-61-16	体系	4.0	[4, 4]
1963-43-16	1995-97-16	体系	4.0	[4, 4]
1963-43-16	1996-78-16	体系	4.0	[4, 4]
1963-43-16	1998-61-16	体系	4.0	[4, 4]
1963-43-16	1998-99-16	体系	4.0	[4, 4]
1963-43-16	1999-52-16	体系	4.0	[4, 4]
1963-43-16	1999-62-16	体系	4.0	[4, 4]
1963-43-16	1999-80-16	体系	4.0	[4, 4]
1963-43-16	1999-94-16	体系	4.0	[4, 4]
1963-43-16	2002-53-16	体系	4.0	[4, 4]
1963-43-16	2003-75-16	体系	4.0	[4, 4]
1963-43-16	2003-93-16	体系	4.0	[4, 4]
1980-50-16	1995-97-16	体系	4.0	[4, 4]
1958-44-16	1993-84-16	体系	4.0	[4, 4]
1958-25-16	1996-78-16	体系	4.0	[4, 4]
1959-33-16	1998-99-16	体系	4.0	[4, 4]
1955-30-16	1999-80-16	体系	4.0	[4, 4]
1955-30-16	1999-94-16	体系	4.0	[4, 4]
1955-30-16	2002-53-16	体系	4.0	[4, 4]
1955-30-16	2003-75-16	体系	4.0	[4, 4]
1955-30-16	2003-93-16	体系	4.0	[4, 4]
1999-62-16	1999-80-16	体系	4.0	[4, 4]
1958-25-16	1995-97-16	体系	4.0	[4, 4]
1958-25-16	1994-66-16	体系	4.0	[4, 4]
1958-25-16	1993-84-16	体系	4.0	[4, 4]
1958-25-16	1992-82-16	体系	4.0	[4, 4]
1958-25-16	1990-73-16	体系	4.0	[4, 4]
1958-25-16	1989-72-16	体系	4.0	[4, 4]
1958-25-16	1987-51-16	体系	4.0	[4, 4]
1958-25-16	1982-77-16	体系	4.0	[4, 4]
1958-25-16	1980-50-16	体系	4.0	[4, 4]
1958-25-16	1969-27-16	体系	4.0	[4, 4]
1958-25-16	1964-48-16	体系	4.0	[4, 4]
1958-25-16	1964-37-16	体系	4.0	[4, 4]
1958-25-16	1964-28-16	体系	4.0	[4, 4]
1958-25-16	1963-43-16	体系	4.0	[4, 4]
1958-25-16	1963-24-16	体系	4.0	[4, 4]
1958-25-16	1960-10-16	体系	4.0	[4, 4]
1958-25-16	1959-9-16	体系	4.0	[4, 4]
1958-25-16	1959-6-16	体系	4.0	[4, 4]
1958-25-16	1959-45-16	体系	4.0	[4, 4]
1958-25-16	1959-33-16	体系	4.0	[4, 4]
1958-25-16	1958-5-16	体系	4.0	[4, 4]
1955-30-16	1999-62-16	体系	4.0	[4, 4]
1955-30-16	1999-52-16	体系	4.0	[4, 4]
1955-30-16	1998-99-16	体系	4.0	[4, 4]
1955-30-16	1998-71-16	体系	4.0	[4, 4]
1955-30-16	1957-18-16	体系	4.0	[4, 4]
1955-30-16	1958-25-16	体系	4.0	[4, 4]
1955-30-16	1958-41-16	体系	4.0	[4, 4]
1955-30-16	1958-44-16	体系	4.0	[4, 4]
1955-30-16	1958-5-16	体系	4.0	[4, 4]
1955-30-16	1959-33-16	体系	4.0	[4, 4]
1955-30-16	1959-45-16	体系	4.0	[4, 4]
1955-30-16	1959-6-16	体系	4.0	[4, 4]
1955-30-16	1959-9-16	体系	4.0	[4, 4]
1955-30-16	1960-10-16	体系	4.0	[4, 4]
1955-30-16	1963-24-16	体系	4.0	[4, 4]
1955-30-16	1963-43-16	体系	4.0	[4, 4]
1955-30-16	1964-28-16	体系	4.0	[4, 4]
1959-33-16	1998-71-16	体系	4.0	[4, 4]
1955-30-16	1964-37-16	体系	4.0	[4, 4]
1955-30-16	1969-27-16	体系	4.0	[4, 4]
1955-30-16	1973-7-16	体系	4.0	[4, 4]
1955-30-16	1980-50-16	体系	4.0	[4, 4]
1955-30-16	1982-77-16	体系	4.0	[4, 4]
1955-30-16	1987-51-16	体系	4.0	[4, 4]
1955-30-16	1989-72-16	体系	4.0	[4, 4]
1955-30-16	1990-73-16	体系	4.0	[4, 4]
1955-30-16	1992-82-16	体系	4.0	[4, 4]
1955-30-16	1993-84-16	体系	4.0	[4, 4]
1955-30-16	1994-66-16	体系	4.0	[4, 4]
1955-30-16	1995-97-16	体系	4.0	[4, 4]
1955-30-16	1996-78-16	体系	4.0	[4, 4]
1955-30-16	1998-61-16	体系	4.0	[4, 4]
1955-30-16	1964-48-16	体系	4.0	[4, 4]
1957-18-16	1958-44-16	体系	4.0	[4, 4]
1998-61-16	2003-93-16	体系	4.0	[4, 4]
1957-18-16	1959-45-16	体系	4.0	[4, 4]
1964-37-16	2003-93-16	体系	4.0	[4, 4]
1959-6-16	1963-24-16	体系	4.0	[4, 4]
1959-6-16	1963-43-16	体系	4.0	[4, 4]
1958-5-16	1987-51-16	体系	4.0	[4, 4]
1958-5-16	1982-77-16	体系	4.0	[4, 4]
1958-5-16	1980-50-16	体系	4.0	[4, 4]
1959-6-16	1964-28-16	体系	4.0	[4, 4]
1958-5-16	1973-7-16	体系	4.0	[4, 4]
1963-24-16	2003-93-16	体系	4.0	[4, 4]
1963-24-16	2003-75-16	体系	4.0	[4, 4]
1963-24-16	2002-53-16	体系	4.0	[4, 4]
1963-24-16	1999-94-16	体系	4.0	[4, 4]
1963-24-16	1999-80-16	体系	4.0	[4, 4]
1963-24-16	1999-62-16	体系	4.0	[4, 4]
1963-24-16	1999-52-16	体系	4.0	[4, 4]
1963-24-16	1998-99-16	体系	4.0	[4, 4]
1963-24-16	1998-71-16	体系	4.0	[4, 4]
1963-24-16	1998-61-16	体系	4.0	[4, 4]
1963-24-16	1996-78-16	体系	4.0	[4, 4]
1963-24-16	1995-97-16	体系	4.0	[4, 4]
1963-24-16	1994-66-16	体系	4.0	[4, 4]
1963-24-16	1993-84-16	体系	4.0	[4, 4]
1963-24-16	1992-82-16	体系	4.0	[4, 4]
1964-37-16	2003-75-16	体系	4.0	[4, 4]
1959-6-16	1960-10-16	体系	4.0	[4, 4]
1959-6-16	1959-9-16	体系	4.0	[4, 4]
1959-45-16	1993-84-16	体系	4.0	[4, 4]
1958-41-16	1993-84-16	体系	4.0	[4, 4]
1958-41-16	1994-66-16	体系	4.0	[4, 4]
1958-41-16	1995-97-16	体系	4.0	[4, 4]
1958-41-16	1996-78-16	体系	4.0	[4, 4]
1994-66-16	1999-80-16	体系	4.0	[4, 4]
1994-66-16	1999-94-16	体系	4.0	[4, 4]
1958-41-16	1998-61-16	体系	4.0	[4, 4]
1958-41-16	1998-71-16	体系	4.0	[4, 4]
1958-41-16	1998-99-16	体系	4.0	[4, 4]
2002-53-16	2003-93-16	体系	4.0	[4, 4]
2002-53-16	2003-75-16	体系	4.0	[4, 4]
1954-47-16	1955-12-16	体系	4.0	[4, 4]
1958-41-16	1999-52-16	体系	4.0	[4, 4]
1958-41-16	1999-62-16	体系	4.0	[4, 4]
1958-41-16	1999-80-16	体系	4.0	[4, 4]
1959-45-16	1999-52-16	体系	4.0	[4, 4]
1959-45-16	1998-99-16	体系	4.0	[4, 4]
1959-45-16	1998-71-16	体系	4.0	[4, 4]
1959-45-16	1998-61-16	体系	4.0	[4, 4]
1959-45-16	1996-78-16	体系	4.0	[4, 4]
1959-45-16	1995-97-16	体系	4.0	[4, 4]
1958-41-16	1999-94-16	体系	4.0	[4, 4]
1958-41-16	2002-53-16	体系	4.0	[4, 4]
1959-45-16	1994-66-16	体系	4.0	[4, 4]
1994-66-16	2002-53-16	体系	4.0	[4, 4]
1954-47-16	1955-30-16	体系	4.0	[4, 4]
1954-47-16	1957-18-16	体系	4.0	[4, 4]
1954-47-16	1958-25-16	体系	4.0	[4, 4]
1954-47-16	1999-52-16	体系	4.0	[4, 4]
1954-47-16	1999-62-16	体系	4.0	[4, 4]
1954-47-16	1999-80-16	体系	4.0	[4, 4]
1954-47-16	1999-94-16	体系	4.0	[4, 4]
1954-47-16	2002-53-16	体系	4.0	[4, 4]
1954-47-16	2003-75-16	体系	4.0	[4, 4]
1954-47-16	2003-93-16	体系	4.0	[4, 4]
1958-41-16	2003-75-16	体系	4.0	[4, 4]
1958-41-16	2003-93-16	体系	4.0	[4, 4]
1963-24-16	1990-73-16	体系	4.0	[4, 4]
1959-45-16	1992-82-16	体系	4.0	[4, 4]
1954-47-16	1998-99-16	体系	4.0	[4, 4]
1994-66-16	2003-75-16	体系	4.0	[4, 4]
1996-78-16	2003-93-16	体系	4.0	[4, 4]
1990-73-16	1999-80-16	体系	4.0	[4, 4]
1990-73-16	1999-62-16	体系	4.0	[4, 4]
1990-73-16	1999-52-16	体系	4.0	[4, 4]
1990-73-16	1998-99-16	体系	4.0	[4, 4]
1990-73-16	1998-71-16	体系	4.0	[4, 4]
1990-73-16	1998-61-16	体系	4.0	[4, 4]
1990-73-16	1996-78-16	体系	4.0	[4, 4]
1990-73-16	1995-97-16	体系	4.0	[4, 4]
1990-73-16	1994-66-16	体系	4.0	[4, 4]
1990-73-16	1993-84-16	体系	4.0	[4, 4]
1994-66-16	2003-93-16	体系	4.0	[4, 4]
1958-41-16	1992-82-16	体系	4.0	[4, 4]
1954-47-16	1998-71-16	体系	4.0	[4, 4]
1954-47-16	1996-78-16	体系	4.0	[4, 4]
1954-47-16	1958-41-16	体系	4.0	[4, 4]
1954-47-16	1958-44-16	体系	4.0	[4, 4]
1954-47-16	1958-5-16	体系	4.0	[4, 4]
1954-47-16	1959-33-16	体系	4.0	[4, 4]
1957-18-16	1959-33-16	体系	4.0	[4, 4]
1954-47-16	1959-6-16	体系	4.0	[4, 4]
1954-47-16	1959-9-16	体系	4.0	[4, 4]
1954-47-16	1960-10-16	体系	4.0	[4, 4]
1954-47-16	1963-24-16	体系	4.0	[4, 4]
1954-47-16	1963-43-16	体系	4.0	[4, 4]
1954-47-16	1964-28-16	体系	4.0	[4, 4]
1954-47-16	1998-61-16	体系	4.0	[4, 4]
1954-47-16	1964-37-16	体系	4.0	[4, 4]
1954-47-16	1969-27-16	体系	4.0	[4, 4]
1954-47-16	1973-7-16	体系	4.0	[4, 4]
1954-47-16	1980-50-16	体系	4.0	[4, 4]
1954-47-16	1982-77-16	体系	4.0	[4, 4]
1954-47-16	1987-51-16	体系	4.0	[4, 4]
1954-47-16	1989-72-16	体系	4.0	[4, 4]
1954-47-16	1990-73-16	体系	4.0	[4, 4]
1954-47-16	1992-82-16	体系	4.0	[4, 4]
1954-47-16	1993-84-16	体系	4.0	[4, 4]
1954-47-16	1994-66-16	体系	4.0	[4, 4]
1954-47-16	1995-97-16	体系	4.0	[4, 4]
1954-47-16	1964-48-16	体系	4.0	[4, 4]
1990-73-16	1992-82-16	体系	4.0	[4, 4]
1958-41-16	1990-73-16	体系	4.0	[4, 4]
1994-66-16	1999-52-16	体系	4.0	[4, 4]
1964-28-16	1987-51-16	体系	4.0	[4, 4]
1964-28-16	1982-77-16	体系	4.0	[4, 4]
1964-28-16	1980-50-16	体系	4.0	[4, 4]
1964-28-16	1973-7-16	体系	4.0	[4, 4]
1964-28-16	1969-27-16	体系	4.0	[4, 4]
1964-28-16	1964-48-16	体系	4.0	[4, 4]
1964-28-16	1964-37-16	体系	4.0	[4, 4]
1964-28-16	1992-82-16	体系	4.0	[4, 4]
1964-28-16	1993-84-16	体系	4.0	[4, 4]
1964-28-16	1994-66-16	体系	4.0	[4, 4]
1964-28-16	1995-97-16	体系	4.0	[4, 4]
1964-28-16	1996-78-16	体系	4.0	[4, 4]
1964-28-16	1998-61-16	体系	4.0	[4, 4]
1964-28-16	1998-71-16	体系	4.0	[4, 4]
1964-28-16	1998-99-16	体系	4.0	[4, 4]
1964-28-16	1999-52-16	体系	4.0	[4, 4]
1964-28-16	1999-62-16	体系	4.0	[4, 4]
1964-28-16	1999-80-16	体系	4.0	[4, 4]
1964-28-16	1999-94-16	体系	4.0	[4, 4]
1964-28-16	2002-53-16	体系	4.0	[4, 4]
1964-28-16	2003-75-16	体系	4.0	[4, 4]
1964-28-16	2003-93-16	体系	4.0	[4, 4]
1992-82-16	1994-66-16	体系	4.0	[4, 4]
1964-28-16	1989-72-16	体系	4.0	[4, 4]
1964-28-16	1990-73-16	体系	4.0	[4, 4]
1958-5-16	2003-93-16	体系	4.0	[4, 4]
1958-5-16	2003-75-16	体系	4.0	[4, 4]
1993-84-16	2003-93-16	体系	4.0	[4, 4]
1958-5-16	1989-72-16	体系	4.0	[4, 4]
1958-5-16	1990-73-16	体系	4.0	[4, 4]
1958-5-16	1992-82-16	体系	4.0	[4, 4]
1958-5-16	1993-84-16	体系	4.0	[4, 4]
1993-84-16	2003-75-16	体系	4.0	[4, 4]
1993-84-16	2002-53-16	体系	4.0	[4, 4]
1993-84-16	1999-94-16	体系	4.0	[4, 4]
1993-84-16	1999-80-16	体系	4.0	[4, 4]
1993-84-16	1999-62-16	体系	4.0	[4, 4]
1993-84-16	1999-52-16	体系	4.0	[4, 4]
1992-82-16	1993-84-16	体系	4.0	[4, 4]
1993-84-16	1998-99-16	体系	4.0	[4, 4]
1958-5-16	1994-66-16	体系	4.0	[4, 4]
1958-5-16	1995-97-16	体系	4.0	[4, 4]
1958-5-16	1996-78-16	体系	4.0	[4, 4]
1958-5-16	1998-61-16	体系	4.0	[4, 4]
1958-5-16	1998-71-16	体系	4.0	[4, 4]
1958-5-16	1998-99-16	体系	4.0	[4, 4]
1958-5-16	1999-52-16	体系	4.0	[4, 4]
1958-5-16	1999-62-16	体系	4.0	[4, 4]
1958-5-16	1999-80-16	体系	4.0	[4, 4]
1958-5-16	1999-94-16	体系	4.0	[4, 4]
1958-5-16	2002-53-16	体系	4.0	[4, 4]
1993-84-16	1998-71-16	体系	4.0	[4, 4]
1958-44-16	1973-7-16	体系	4.0	[4, 4]
1993-84-16	1998-61-16	体系	4.0	[4, 4]
1993-84-16	1996-78-16	体系	4.0	[4, 4]
1964-37-16	2002-53-16	体系	4.0	[4, 4]
1958-41-16	1958-44-16	体系	4.0	[4, 4]
1958-41-16	1958-5-16	体系	4.0	[4, 4]
1958-41-16	1959-33-16	体系	4.0	[4, 4]
1958-41-16	1959-45-16	体系	4.0	[4, 4]
1958-41-16	1959-6-16	体系	4.0	[4, 4]
1958-41-16	1959-9-16	体系	4.0	[4, 4]
1958-41-16	1960-10-16	体系	4.0	[4, 4]
1958-41-16	1963-24-16	体系	4.0	[4, 4]
1958-41-16	1963-43-16	体系	4.0	[4, 4]
1958-41-16	1964-28-16	体系	4.0	[4, 4]
1959-45-16	1999-62-16	体系	4.0	[4, 4]
1958-41-16	1964-37-16	体系	4.0	[4, 4]
1994-66-16	1995-97-16	体系	4.0	[4, 4]
1994-66-16	1996-78-16	体系	4.0	[4, 4]
1994-66-16	1998-61-16	体系	4.0	[4, 4]
1958-41-16	1969-27-16	体系	4.0	[4, 4]
1958-41-16	1973-7-16	体系	4.0	[4, 4]
1958-41-16	1980-50-16	体系	4.0	[4, 4]
1994-66-16	1998-71-16	体系	4.0	[4, 4]
1958-41-16	1982-77-16	体系	4.0	[4, 4]
1958-41-16	1987-51-16	体系	4.0	[4, 4]
1958-41-16	1989-72-16	体系	4.0	[4, 4]
1994-66-16	1998-99-16	体系	4.0	[4, 4]
1958-41-16	1964-48-16	体系	4.0	[4, 4]
1994-66-16	1999-62-16	体系	4.0	[4, 4]
1959-45-16	1999-80-16	体系	4.0	[4, 4]
1959-45-16	2002-53-16	体系	4.0	[4, 4]
1993-84-16	1995-97-16	体系	4.0	[4, 4]
1993-84-16	1994-66-16	体系	4.0	[4, 4]
1964-37-16	1964-48-16	体系	4.0	[4, 4]
1964-37-16	1969-27-16	体系	4.0	[4, 4]
1964-37-16	1973-7-16	体系	4.0	[4, 4]
1964-37-16	1980-50-16	体系	4.0	[4, 4]
1964-37-16	1982-77-16	体系	4.0	[4, 4]
1964-37-16	1987-51-16	体系	4.0	[4, 4]
1964-37-16	1989-72-16	体系	4.0	[4, 4]
1964-37-16	1990-73-16	体系	4.0	[4, 4]
1964-37-16	1992-82-16	体系	4.0	[4, 4]
1959-45-16	1999-94-16	体系	4.0	[4, 4]
1964-37-16	1993-84-16	体系	4.0	[4, 4]
1964-37-16	1995-97-16	体系	4.0	[4, 4]
1964-37-16	1996-78-16	体系	4.0	[4, 4]
1964-37-16	1998-61-16	体系	4.0	[4, 4]
1959-45-16	2003-93-16	体系	4.0	[4, 4]
1959-45-16	2003-75-16	体系	4.0	[4, 4]
1964-37-16	1998-71-16	体系	4.0	[4, 4]
1964-37-16	1998-99-16	体系	4.0	[4, 4]
1964-37-16	1999-52-16	体系	4.0	[4, 4]
1964-37-16	1999-62-16	体系	4.0	[4, 4]
1964-37-16	1999-80-16	体系	4.0	[4, 4]
1964-37-16	1999-94-16	体系	4.0	[4, 4]
1964-37-16	1994-66-16	体系	4.0	[4, 4]
1996-78-16	2003-75-16	体系	4.0	[4, 4]
1954-47-16	1959-45-16	体系	4.0	[4, 4]
1996-78-16	1999-94-16	体系	4.0	[4, 4]
1957-18-16	1994-66-16	体系	4.0	[4, 4]
1957-18-16	1993-84-16	体系	4.0	[4, 4]
1957-18-16	1992-82-16	体系	4.0	[4, 4]
1957-18-16	1990-73-16	体系	4.0	[4, 4]
1957-18-16	1989-72-16	体系	4.0	[4, 4]
1957-18-16	1987-51-16	体系	4.0	[4, 4]
1957-18-16	1982-77-16	体系	4.0	[4, 4]
1957-18-16	1980-50-16	体系	4.0	[4, 4]
1957-18-16	1973-7-16	体系	4.0	[4, 4]
1957-18-16	1969-27-16	体系	4.0	[4, 4]
1957-18-16	1964-48-16	体系	4.0	[4, 4]
1957-18-16	1964-37-16	体系	4.0	[4, 4]
1957-18-16	1964-28-16	体系	4.0	[4, 4]
1982-77-16	1990-73-16	体系	4.0	[4, 4]
1982-77-16	1992-82-16	体系	4.0	[4, 4]
1982-77-16	1993-84-16	体系	4.0	[4, 4]
1982-77-16	1994-66-16	体系	4.0	[4, 4]
1982-77-16	1995-97-16	体系	4.0	[4, 4]
1982-77-16	1996-78-16	体系	4.0	[4, 4]
1982-77-16	1998-61-16	体系	4.0	[4, 4]
1982-77-16	1998-71-16	体系	4.0	[4, 4]
